"","technical_scale","leadership_scale","likeable_scale","learner_scale","education_scale","experience_scale","pt","age","gender","gender_5_TEXT","employment","role","company_size","experience","roles","industry","industry_12_TEXT","risk_aversion_1","risk_aversion_2","risk_aversion_3","risk_aversion_4","risk_aversion_5","risk_aversion_6","Condition","Iteration","source","rating","applicant_gender","applicant_education","stimuli_number"
"217",7,5,5,5,9,8,121,62,"Man",NA,"Employed full time","software developer","1,000+ employees","3-5 years","software developer","Technology","",1,1,1,1,7,1,"Man_Traditional","Experiment","man_trad_5_1",9,"man","trad","5_1"
"218",7,7,7,7,7,7,154,30,"Man",NA,"Employed full time","senior scientist","Less than 50 employees","1-2 years","chemist","Manufacturing","",6,6,5,5,5,5,"Man_Traditional","Experiment","man_trad_5_1",7,"man","trad","5_1"
"219",9,5,5,5,10,9,174,32,"Woman",NA,"Employed full time","Director","500-1,000 employees","3-5 years","Internal Communications Manager, Internal Communications Specialist, Social Media Manager, Marketing Content Specialist, Managing Editor","Education,Technology","",2,5,2,3,6,5,"Man_Traditional","Experiment","man_trad_5_1",10,"man","trad","5_1"
"220",8,6,5,7,8,8,181,60,"Man",NA,"Employed full time","Owner","Less than 50 employees","10+ years","Computer technicians.","Technology","",2,3,2,2,6,2,"Man_Traditional","Experiment","man_trad_5_1",7,"man","trad","5_1"
"221",10,8,7,9,10,10,201,27,"Woman",NA,"Employed full time","Senior Analytics Associate","1,000+ employees","Less than 1 year","It was for an analytics associate role on my team.","Professional or business services,Other - not listed","STEM",2,4,3,2,5,3,"Man_Traditional","Experiment","man_trad_5_1",9,"man","trad","5_1"
"222",5,5,5,5,9,8,225,36,"Woman",NA,"Employed full time","analyst","100-500 employees","1-2 years","analyst","Professional or business services","",6,6,5,6,5,5,"Man_Traditional","Experiment","man_trad_5_1",4,"man","trad","5_1"
"223",10,5,5,8,10,10,249,53,"Man",NA,"Employed full time","Head Engineer","500-1,000 employees","10+ years","Virtually all positions in construction and engineering companies.","Technology","",2,5,5,5,4,5,"Man_Traditional","Experiment","man_trad_5_1",10,"man","trad","5_1"
"224",8,5,5,7,6,7,272,47,"Man",NA,"Employed full time","IT Analyst","1,000+ employees","Less than 1 year","IT Support","Technology","",3,6,4,3,3,4,"Man_Traditional","Experiment","man_trad_5_1",8,"man","trad","5_1"
"225",8,5,6,6,10,10,283,23,"Man",NA,"Employed full time","Software Developer","50-100 employees","Less than 1 year","I've helped in the selection process for new employees at my current organization, most of which are Junior Developers or share the same role as me.","Technology","",5,6,6,2,5,5,"Man_Traditional","Experiment","man_trad_5_1",8,"man","trad","5_1"
"226",6,3,4,5,6,6,7,32,"Woman",NA,"Employed full time","interpreter","Less than 50 employees","3-5 years","analysts","Professional or business services","",7,6,7,7,3,7,"Man_Traditional","Experiment","man_trad_6_1",5,"man","trad","6_1"
"227",6,5,6,6,9,9,34,58,"Man",NA,"Employed full time","Sales Manager","50-100 employees","10+ years","I have hired for many different roles.  I have hired for sales engineers, field engineers, techs to name just a few.","Technology","",2,6,4,1,7,1,"Man_Traditional","Experiment","man_trad_6_1",6,"man","trad","6_1"
"228",8,5,6,8,10,10,48,24,"Man",NA,"Employed full time","Software Engineer Lead","1,000+ employees","Less than 1 year","Software Engineer Intern","Financial or information","",4,7,7,7,3,5,"Man_Traditional","Experiment","man_trad_6_1",9,"man","trad","6_1"
"229",8,7,8,8,8,9,62,49,"Man",NA,"Employed full time","Director","1,000+ employees","10+ years","IT staff","Professional or business services","",1,6,5,5,7,1,"Man_Traditional","Experiment","man_trad_6_1",8,"man","trad","6_1"
"230",4,3,3,7,4,5,94,30,"Man",NA,"Employed full time","scientist","1,000+ employees","5-10 years","scientist","Professional or business services","",2,4,3,2,6,2,"Man_Traditional","Experiment","man_trad_6_1",9,"man","trad","6_1"
"231",8,5,5,6,9,8,100,63,"Man",NA,"Employed full time","R and D Enginneer","100-500 employees","10+ years","Secretarial, R and D Technician, Sales, General Assistant, Skilled Labor","Manufacturing,Retail,Technology","",3,5,3,3,6,3,"Man_Traditional","Experiment","man_trad_6_1",6,"man","trad","6_1"
"232",9,8,6,8,9,8,130,21,"Man",NA,"Employed full time","Information Technology Manager","1,000+ employees","1-2 years","Information Technology specialist/analyst, Software developer","Technology","",2,4,4,3,5,3,"Man_Traditional","Experiment","man_trad_6_1",7,"man","trad","6_1"
"233",7,7,8,7,6,7,144,43,"Woman",NA,"Employed full time","IT Director","1,000+ employees","5-10 years","Tech, HR, Front desk, Management, personal trainers, maintenance,.","Professional or business services,Retail,Technology","",6,6,6,6,6,6,"Man_Traditional","Experiment","man_trad_6_1",7,"man","trad","6_1"
"234",9,5,5,6,8,9,159,52,"Man",NA,"Employed full time","it manager","1,000+ employees","10+ years","PC support, help desk, server support, network support, telecom","Technology","",2,5,5,1,7,1,"Man_Traditional","Experiment","man_trad_6_1",9,"man","trad","6_1"
"235",8,5,5,7,9,9,178,26,"Woman",NA,"Employed full time","strategy manager","500-1,000 employees","Less than 1 year","copywriter, campaign manager","Technology","",3,6,5,5,6,3,"Man_Traditional","Experiment","man_trad_6_1",7,"man","trad","6_1"
"236",10,8,9,10,10,10,197,32,"Man",NA,"Employed full time","analyst","1,000+ employees","5-10 years","Past job experience, hired imaging technicians for photo imaging company","Technology","",4,6,6,6,3,5,"Man_Traditional","Experiment","man_trad_6_1",10,"man","trad","6_1"
"237",9,9,9,9,9,10,235,32,"Man",NA,"Employed full time","Assistant director","50-100 employees","5-10 years","Assistants, librarians,event staff","Education,Leisure or hospitality,Professional or business services","",6,6,6,7,6,5,"Man_Traditional","Experiment","man_trad_6_1",10,"man","trad","6_1"
"238",7,5,7,6,8,8,246,44,"Man",NA,"Employed full time","CTO/co-founder","Less than 50 employees","5-10 years","Software engineers, software engineering managers, designers.","Technology","",2,3,2,2,6,5,"Man_Traditional","Experiment","man_trad_6_1",6,"man","trad","6_1"
"239",8,7,8,8,7,9,261,56,"Man",NA,"Employed full time","Consultant","Less than 50 employees","10+ years","IT ","Technology","",4,5,5,5,6,5,"Man_Traditional","Experiment","man_trad_6_1",9,"man","trad","6_1"
"240",6,5,5,8,5,7,277,32,"Woman",NA,"Employed full time","Vice President","1,000+ employees","5-10 years","Financial Analysts","Financial or information","",2,3,3,2,5,3,"Man_Traditional","Experiment","man_trad_6_1",7,"man","trad","6_1"
"241",9,9,9,9,9,9,16,27,"Man",NA,"Employed full time","software developer","50-100 employees","Less than 1 year","Junior developers","Technology","",3,5,3,3,5,3,"Man_Traditional","Experiment","man_trad_7_1",9,"man","trad","7_1"
"242",5,6,5,6,6,5,26,32,"Man",NA,"Employed full time","Supervisor","100-500 employees","3-5 years","Software developer","Technology","",3,5,6,3,5,5,"Man_Traditional","Experiment","man_trad_7_1",8,"man","trad","7_1"
"243",6,6,7,7,6,7,50,34,"Man",NA,"Employed full time","Lead Level Designer","Less than 50 employees","1-2 years","Pixel Artist, Tester","Retail","",5,6,5,3,5,3,"Man_Traditional","Experiment","man_trad_7_1",9,"man","trad","7_1"
"244",9,8,9,8,10,10,76,33,"Man",NA,"Employed full time","IT Manager","1,000+ employees","5-10 years","Information Technology roles.","Financial or information,Technology","",5,7,6,6,6,6,"Man_Traditional","Experiment","man_trad_7_1",8,"man","trad","7_1"
"245",8,7,7,6,8,9,78,50,"Woman",NA,"Employed full time","Project Engineer ","Less than 50 employees","10+ years","CAD designer, administrative assistants, engineers","Professional or business services","",5,7,5,5,2,6,"Man_Traditional","Experiment","man_trad_7_1",8,"man","trad","7_1"
"246",9,5,8,8,10,9,105,38,"Man",NA,"Employed full time","Senior Network Engineer","500-1,000 employees","3-5 years","Junior Network Engineer
Web Developer
Full Stack Developer","Professional or business services,Technology","",3,3,3,5,5,7,"Man_Traditional","Experiment","man_trad_7_1",9,"man","trad","7_1"
"247",9,8,6,8,9,8,130,21,"Man",NA,"Employed full time","Information Technology Manager","1,000+ employees","1-2 years","Information Technology specialist/analyst, Software developer","Technology","",2,4,4,3,5,3,"Man_Traditional","Experiment","man_trad_7_1",10,"man","trad","7_1"
"248",6,5,5,5,6,6,148,42,"Woman",NA,"Employed full time","Analyst","1,000+ employees","3-5 years","Retail associate","Technology","",4,5,5,4,3,5,"Man_Traditional","Experiment","man_trad_7_1",4,"man","trad","7_1"
"249",8,7,6,8,9,8,166,33,"Man",NA,"Employed full time","Project manager","100-500 employees","10+ years","All IT, programming, and computer knowledge positions","Technology","",2,6,5,4,6,5,"Man_Traditional","Experiment","man_trad_7_1",8,"man","trad","7_1"
"250",5,2,2,5,7,7,190,44,"Man",NA,"Employed full time","Senior Scientist","100-500 employees","10+ years","Scientist, Engineer, Chemist","Manufacturing,Other - not listed","Research and Development",2,3,2,2,6,3,"Man_Traditional","Experiment","man_trad_7_1",7,"man","trad","7_1"
"251",7,7,6,8,9,8,206,27,"Woman",NA,"Employed full time","UX Designer","1,000+ employees","3-5 years","UX Design, Product Management, Executive roles, people operations roles","Health,Professional or business services,Technology","",5,7,7,6,2,7,"Man_Traditional","Experiment","man_trad_7_1",7,"man","trad","7_1"
"252",6,4,5,6,8,7,223,62,"Man",NA,"Employed full time","content editor","1,000+ employees","10+ years","non-technical roles for a previous employer in the newspaper journalism field.","Other - not listed","",3,5,5,3,6,5,"Man_Traditional","Experiment","man_trad_7_1",8,"man","trad","7_1"
"253",8,9,6,6,9,9,241,25,"Woman",NA,"Employed full time","Research manager","500-1,000 employees","1-2 years","Junior Engineer, Junior research associate","Technology","",2,5,2,2,6,3,"Man_Traditional","Experiment","man_trad_7_1",8,"man","trad","7_1"
"254",8,8,8,8,8,8,255,38,"Man",NA,"Employed full time","trainer","500-1,000 employees","5-10 years","technical roles","Technology","",2,2,2,2,6,2,"Man_Traditional","Experiment","man_trad_7_1",8,"man","trad","7_1"
"255",9,10,10,7,7,10,287,48,"Man",NA,"Employed full time","Middle Management","100-500 employees","3-5 years","Technical roles","Technology","",3,7,5,3,5,3,"Man_Traditional","Experiment","man_trad_7_1",10,"man","trad","7_1"
"256",8,6,6,6,8,7,298,40,"Man",NA,"Employed part time","Doordash Independent Contractor","1,000+ employees","1-2 years","Entry-level retail positions","Retail","",2,5,3,5,6,3,"Man_Traditional","Experiment","man_trad_7_1",7,"man","trad","7_1"
"257",9,9,9,9,9,9,16,27,"Man",NA,"Employed full time","software developer","50-100 employees","Less than 1 year","Junior developers","Technology","",3,5,3,3,5,3,"Man_Traditional","Experiment","man_trad_8_1",8,"man","trad","8_1"
"258",8,7,9,8,8,9,36,30,"Man",NA,"Employed full time","Validation engineer","100-500 employees","Less than 1 year",NA,"Other - not listed",NA,6,6,7,5,3,5,"Man_Traditional","Experiment","man_trad_8_1",8,"man","trad","8_1"
"259",9,9,8,8,10,10,38,35,"Woman",NA,"Employed part time","Individual contributor","1,000+ employees","Less than 1 year","Customer service ","Professional or business services","",1,7,6,6,6,1,"Man_Traditional","Experiment","man_trad_8_1",7,"man","trad","8_1"
"260",8,5,7,8,8,8,64,34,"Woman",NA,"Employed full time","Research scientist II","1,000+ employees","3-5 years","Research assistant, lab manager","Professional or business services","",1,3,7,2,7,1,"Man_Traditional","Experiment","man_trad_8_1",6,"man","trad","8_1"
"261",8,5,5,5,9,7,89,39,"Man",NA,"Employed full time","Software engineer ","1,000+ employees","3-5 years","Operations, tech","Technology","",2,5,6,2,5,2,"Man_Traditional","Experiment","man_trad_8_1",8,"man","trad","8_1"
"262",5,6,7,5,7,6,98,47,"Man",NA,"Employed full time","Dispatcher ","50-100 employees","10+ years","Office staff.","Manufacturing","",4,6,5,4,6,3,"Man_Traditional","Experiment","man_trad_8_1",6,"man","trad","8_1"
"263",7,5,5,5,9,8,121,62,"Man",NA,"Employed full time","software developer","1,000+ employees","3-5 years","software developer","Technology","",1,1,1,1,7,1,"Man_Traditional","Experiment","man_trad_8_1",8,"man","trad","8_1"
"264",6,5,7,5,4,6,143,40,"Man",NA,"Employed full time","IT consultant ","100-500 employees","5-10 years","Front end developer, back end developer and customer relation officer","Technology","",3,6,6,4,5,5,"Man_Traditional","Experiment","man_trad_8_1",7,"man","trad","8_1"
"265",6,7,6,6,7,6,171,39,"Man",NA,"Employed full time","Analyst","Less than 50 employees","10+ years","Software developer, content writers, graphic arts, project manager","Technology","",5,6,7,5,4,4,"Man_Traditional","Experiment","man_trad_8_1",8,"man","trad","8_1"
"266",8,5,5,7,9,9,178,26,"Woman",NA,"Employed full time","strategy manager","500-1,000 employees","Less than 1 year","copywriter, campaign manager","Technology","",3,6,5,5,6,3,"Man_Traditional","Experiment","man_trad_8_1",7,"man","trad","8_1"
"267",10,8,9,10,10,10,197,32,"Man",NA,"Employed full time","analyst","1,000+ employees","5-10 years","Past job experience, hired imaging technicians for photo imaging company","Technology","",4,6,6,6,3,5,"Man_Traditional","Experiment","man_trad_8_1",9,"man","trad","8_1"
"268",7,8,10,7,7,6,229,62,"Man",NA,"Employed full time","Manager","Less than 50 employees","10+ years","Management...sales...marketing","Leisure or hospitality,Technology","",4,6,6,5,6,2,"Man_Traditional","Experiment","man_trad_8_1",7,"man","trad","8_1"
"269",8,6,8,7,8,6,254,53,"Man",NA,"Employed full time","IT manager ","1,000+ employees","10+ years","IT personnel","Technology","",5,6,5,6,3,6,"Man_Traditional","Experiment","man_trad_8_1",7,"man","trad","8_1"
"270",8,7,7,7,8,9,265,24,"Man",NA,"Employed full time","Mechanical Engineer","500-1,000 employees","1-2 years","Entry level Engineers","Technology","",3,5,5,3,6,2,"Man_Traditional","Experiment","man_trad_8_1",8,"man","trad","8_1"
"271",9,10,10,7,7,10,287,48,"Man",NA,"Employed full time","Middle Management","100-500 employees","3-5 years","Technical roles","Technology","",3,7,5,3,5,3,"Man_Traditional","Experiment","man_trad_8_1",10,"man","trad","8_1"
"272",7,6,7,6,9,8,3,27,"Man",NA,"Employed full time","Senior Tax Accountant","500-1,000 employees","1-2 years","Tax Accountant","Financial or information","",3,7,6,6,2,6,"Man_Traditional","Experiment","man_trad_9_1",6,"man","trad","9_1"
"273",8,6,6,8,6,5,24,42,"Man",NA,"Employed full time","Analyst","1,000+ employees","1-2 years","Manager","Technology","",5,5,5,4,7,2,"Man_Traditional","Experiment","man_trad_9_1",8,"man","trad","9_1"
"274",10,9,8,9,10,9,51,36,"Man",NA,"Employed full time","Analyst ","1,000+ employees","Less than 1 year","Analyst ","Technology","",2,4,4,2,6,4,"Man_Traditional","Experiment","man_trad_9_1",7,"man","trad","9_1"
"275",9,8,7,7,7,5,59,27,"Man",NA,"Employed full time","Data scientist","100-500 employees","1-2 years","Business analyst","Financial or information","",2,5,4,3,5,6,"Man_Traditional","Experiment","man_trad_9_1",9,"man","trad","9_1"
"276",7,6,8,7,7,9,85,85,"Man",NA,"Employed full time","Consultant","100-500 employees","3-5 years","Entry level supervisors","Technology","",6,7,6,7,6,7,"Man_Traditional","Experiment","man_trad_9_1",7,"man","trad","9_1"
"277",8,8,8,7,8,8,113,32,"Man",NA,"Employed full time","Coach","1,000+ employees","1-2 years","Entry level customer service","Health","",3,4,4,3,5,3,"Man_Traditional","Experiment","man_trad_9_1",8,"man","trad","9_1"
"278",7,5,7,6,8,8,125,38,"Man",NA,"Employed full time","IT Manager","1,000+ employees","5-10 years","software engineer, application analyst","Health,Technology","",2,5,5,5,3,5,"Man_Traditional","Experiment","man_trad_9_1",9,"man","trad","9_1"
"279",7,7,7,7,7,7,154,30,"Man",NA,"Employed full time","senior scientist","Less than 50 employees","1-2 years","chemist","Manufacturing","",6,6,5,5,5,5,"Man_Traditional","Experiment","man_trad_9_1",6,"man","trad","9_1"
"280",8,7,6,8,9,8,166,33,"Man",NA,"Employed full time","Project manager","100-500 employees","10+ years","All IT, programming, and computer knowledge positions","Technology","",2,6,5,4,6,5,"Man_Traditional","Experiment","man_trad_9_1",8,"man","trad","9_1"
"281",9,7,6,7,9,9,186,36,"Man",NA,"Employed full time","Tech specialist","50-100 employees","5-10 years","entry level, management","Professional or business services","",1,5,6,2,6,5,"Man_Traditional","Experiment","man_trad_9_1",9,"man","trad","9_1"
"282",7,7,6,8,9,8,206,27,"Woman",NA,"Employed full time","UX Designer","1,000+ employees","3-5 years","UX Design, Product Management, Executive roles, people operations roles","Health,Professional or business services,Technology","",5,7,7,6,2,7,"Man_Traditional","Experiment","man_trad_9_1",7,"man","trad","9_1"
"283",7,8,10,7,7,6,229,62,"Man",NA,"Employed full time","Manager","Less than 50 employees","10+ years","Management...sales...marketing","Leisure or hospitality,Technology","",4,6,6,5,6,2,"Man_Traditional","Experiment","man_trad_9_1",7,"man","trad","9_1"
"284",10,5,5,8,10,10,249,53,"Man",NA,"Employed full time","Head Engineer","500-1,000 employees","10+ years","Virtually all positions in construction and engineering companies.","Technology","",2,5,5,5,4,5,"Man_Traditional","Experiment","man_trad_9_1",10,"man","trad","9_1"
"285",8,7,7,7,8,9,265,24,"Man",NA,"Employed full time","Mechanical Engineer","500-1,000 employees","1-2 years","Entry level Engineers","Technology","",3,5,5,3,6,2,"Man_Traditional","Experiment","man_trad_9_1",8,"man","trad","9_1"
"286",6,6,6,6,6,6,281,48,"Man",NA,"Employed full time","Management Consultant","100-500 employees","1-2 years","Researcher in a corporation","Other - not listed","Telecommunications",4,4,4,4,4,4,"Man_Traditional","Experiment","man_trad_9_1",5,"man","trad","9_1"
"287",8,6,6,6,8,7,298,40,"Man",NA,"Employed part time","Doordash Independent Contractor","1,000+ employees","1-2 years","Entry-level retail positions","Retail","",2,5,3,5,6,3,"Man_Traditional","Experiment","man_trad_9_1",6,"man","trad","9_1"
"288",8,7,8,8,8,8,2,39,"Man",NA,"Employed full time","IT Manager","100-500 employees","5-10 years","Software Engineer, QA Analyst","Technology","",4,6,6,6,5,4,"Man_Traditional","Experiment","man_trad_10_1",8,"man","trad","10_1"
"289",8,6,6,8,6,5,24,42,"Man",NA,"Employed full time","Analyst","1,000+ employees","1-2 years","Manager","Technology","",5,5,5,4,7,2,"Man_Traditional","Experiment","man_trad_10_1",7,"man","trad","10_1"
"290",6,6,7,7,6,7,50,34,"Man",NA,"Employed full time","Lead Level Designer","Less than 50 employees","1-2 years","Pixel Artist, Tester","Retail","",5,6,5,3,5,3,"Man_Traditional","Experiment","man_trad_10_1",7,"man","trad","10_1"
"291",8,7,8,8,8,9,62,49,"Man",NA,"Employed full time","Director","1,000+ employees","10+ years","IT staff","Professional or business services","",1,6,5,5,7,1,"Man_Traditional","Experiment","man_trad_10_1",9,"man","trad","10_1"
"292",8,7,7,6,8,9,78,50,"Woman",NA,"Employed full time","Project Engineer ","Less than 50 employees","10+ years","CAD designer, administrative assistants, engineers","Professional or business services","",5,7,5,5,2,6,"Man_Traditional","Experiment","man_trad_10_1",8,"man","trad","10_1"
"293",5,6,7,5,7,6,98,47,"Man",NA,"Employed full time","Dispatcher ","50-100 employees","10+ years","Office staff.","Manufacturing","",4,6,5,4,6,3,"Man_Traditional","Experiment","man_trad_10_1",8,"man","trad","10_1"
"294",8,5,5,5,8,8,133,37,"Man",NA,"Employed full time","IT Support","500-1,000 employees","3-5 years","Retail and managers","Retail","",3,6,6,5,5,5,"Man_Traditional","Experiment","man_trad_10_1",8,"man","trad","10_1"
"295",7,7,8,7,6,7,144,43,"Woman",NA,"Employed full time","IT Director","1,000+ employees","5-10 years","Tech, HR, Front desk, Management, personal trainers, maintenance,.","Professional or business services,Retail,Technology","",6,6,6,6,6,6,"Man_Traditional","Experiment","man_trad_10_1",8,"man","trad","10_1"
"296",7,7,9,7,8,7,163,41,"Man",NA,"Employed full time","Technical Support","Less than 50 employees","5-10 years","Retail Stocker
Retail Cashier
","Retail","",4,6,5,5,3,5,"Man_Traditional","Experiment","man_trad_10_1",7,"man","trad","10_1"
"297",8,9,9,6,7,8,195,36,"Woman",NA,"Employed full time","HR Manager","500-1,000 employees","3-5 years","Engineering, IT","Professional or business services,Technology","",2,7,6,5,7,6,"Man_Traditional","Experiment","man_trad_10_1",10,"man","trad","10_1"
"298",8,1,1,1,8,7,210,43,"Woman",NA,"Employed full time","Project Manager","Less than 50 employees","5-10 years","Mangers, Directors","Professional or business services,Technology,Other - not listed","",2,6,5,3,5,3,"Man_Traditional","Experiment","man_trad_10_1",8,"man","trad","10_1"
"299",5,5,5,5,9,8,225,36,"Woman",NA,"Employed full time","analyst","100-500 employees","1-2 years","analyst","Professional or business services","",6,6,5,6,5,5,"Man_Traditional","Experiment","man_trad_10_1",4,"man","trad","10_1"
"300",8,6,8,7,8,6,254,53,"Man",NA,"Employed full time","IT manager ","1,000+ employees","10+ years","IT personnel","Technology","",5,6,5,6,3,6,"Man_Traditional","Experiment","man_trad_10_1",7,"man","trad","10_1"
"301",8,5,5,5,10,8,269,25,"Man",NA,"Employed full time","Engineer","1,000+ employees","Less than 1 year","none","Technology","",1,6,1,1,7,5,"Man_Traditional","Experiment","man_trad_10_1",10,"man","trad","10_1"
"302",7,6,6,6,6,6,294,48,"Man",NA,"Employed full time","Engineer","100-500 employees","1-2 years","Administrative Assistant,Accountant,","Financial or information,Public administration","",4,7,5,5,6,4,"Man_Traditional","Experiment","man_trad_10_1",7,"man","trad","10_1"
"303",7,6,7,7,7,7,15,47,"Woman",NA,"Employed full time","Scientific Writer and Editor","Less than 50 employees","3-5 years","Professor, Computer Programmer","Education","",3,6,6,5,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",8,"woman","nontrad","1_1"
"304",7,5,8,8,5,9,33,44,"Woman",NA,"Employed full time","Client Manager","100-500 employees","3-5 years","Client Managers, Configuration Experts, Tech Support","Professional or business services,Technology","",6,7,5,4,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",9,"woman","nontrad","1_1"
"305",2,9,8,7,8,6,46,27,"Man",NA,"Employed full time","IT Manager","100-500 employees","3-5 years","Intern","Manufacturing","",3,3,2,5,6,4,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",6,"woman","nontrad","1_1"
"306",9,8,10,8,10,10,67,47,"Man",NA,"Employed full time","i.t manager","1,000+ employees","10+ years","i.t technicians, engineers, programmers, it helpdesk","Manufacturing","",5,7,7,2,5,4,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",10,"woman","nontrad","1_1"
"307",9,8,8,9,7,8,92,28,"Man",NA,"Employed full time","lead programmer","50-100 employees","1-2 years","programmers","Technology","",1,1,1,1,7,1,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",8,"woman","nontrad","1_1"
"308",8,8,8,8,8,8,114,49,"Man",NA,"Employed full time","Tech lead","1,000+ employees","3-5 years","Desktop engineer, sysadmin","Financial or information,Manufacturing,Professional or business services","",3,5,5,4,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",8,"woman","nontrad","1_1"
"309",6,5,5,5,1,7,122,39,"Man",NA,"Employed full time","engineer","50-100 employees","1-2 years","engineer, director","Manufacturing","",4,5,5,4,2,4,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",4,"woman","nontrad","1_1"
"310",7,3,8,3,7,8,149,26,"Man",NA,"Employed full time","Lead Animal Care Technician","500-1,000 employees","1-2 years","Technician level positions.","Health","",5,5,5,6,6,3,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",8,"woman","nontrad","1_1"
"311",8,3,6,6,3,9,172,41,"Man",NA,"Employed full time","Team Lead Tier 3 Support","100-500 employees","1-2 years","Tier 3 Support Engineer","Financial or information,Professional or business services,Technology","",5,6,5,3,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",7,"woman","nontrad","1_1"
"312",2,4,4,6,7,7,176,38,"Man",NA,"Employed full time","manager","1,000+ employees","10+ years","reserach ","Technology","",3,3,3,5,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",7,"woman","nontrad","1_1"
"313",7,5,5,5,6,7,199,32,"Woman",NA,"Employed full time","health coach","1,000+ employees","Less than 1 year","fast food cashier","Leisure or hospitality","",4,5,5,4,5,5,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",6,"woman","nontrad","1_1"
"314",7,8,8,8,7,7,219,42,"Man",NA,"Employed full time","Operations Manager","100-500 employees","5-10 years","Personnel and Transportation Supervisors, Mechanical Engineers, Clerical Workers, Drivers, Warehouse Managers ","Manufacturing,Professional or business services","",5,5,6,3,6,3,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",8,"woman","nontrad","1_1"
"315",8,7,8,8,9,9,247,46,"Man",NA,"Employed full time","Engineering Manager","1,000+ employees","5-10 years","Mechanical Engineers","Manufacturing,Technology","",5,6,6,4,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",9,"woman","nontrad","1_1"
"316",7,7,7,7,4,7,262,47,"Man",NA,"Employed full time","Project Manager","100-500 employees","10+ years","software engineer, assistant project manager, project manager","Professional or business services","",4,5,5,3,5,2,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",6,"woman","nontrad","1_1"
"317",10,7,9,9,10,9,290,22,"Man",NA,"Employed full time","Full Stack Developer","100-500 employees","Less than 1 year","Tech Roles","Technology","",2,5,7,5,7,3,"Woman_Nontraditional","Experiment","woman_nontrad_1_1",9,"woman","nontrad","1_1"
"318",7,6,7,7,7,7,15,47,"Woman",NA,"Employed full time","Scientific Writer and Editor","Less than 50 employees","3-5 years","Professor, Computer Programmer","Education","",3,6,6,5,5,6,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",3,"woman","nontrad","2_1"
"319",9,7,7,7,3,9,35,35,"Man",NA,"Employed full time","Social Media Evaluator","500-1,000 employees","Less than 1 year","none","Other - not listed",NA,5,7,6,6,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",8,"woman","nontrad","2_1"
"320",10,9,9,9,10,10,47,39,"Man",NA,"Employed full time","IT support","500-1,000 employees","3-5 years","IT","Technology","",3,6,5,5,6,2,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",9,"woman","nontrad","2_1"
"321",10,5,8,6,8,10,75,25,"Woman",NA,"Employed full time","Regulatory Affairs Specialist ","100-500 employees","Less than 1 year","A graduate assistant program","Education","",3,6,6,5,4,7,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",8,"woman","nontrad","2_1"
"322",7,6,6,6,6,6,95,35,"Man",NA,"Employed full time","IT Tech","100-500 employees","3-5 years","IT Recruitment","Technology","",4,2,5,6,4,3,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",6,"woman","nontrad","2_1"
"323",7,5,5,6,3,6,102,30,"Man",NA,"Employed full time","Computer Technician Supervisor","100-500 employees","3-5 years","Internal IT","Technology","",3,5,5,4,3,2,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",6,"woman","nontrad","2_1"
"324",6,6,6,6,7,6,132,52,"Man",NA,"Employed full time","Manager","Less than 50 employees","10+ years","I've hired a wide range of people in my 30 years of management. Mostly general labor early on and recently more technician types of employees.","Technology","",5,6,4,5,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",7,"woman","nontrad","2_1"
"325",8,6,7,6,3,8,142,36,"Man",NA,"Employed full time","Senior Developer","50-100 employees","3-5 years","Junior Developer","Technology","",3,7,5,6,5,3,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",7,"woman","nontrad","2_1"
"326",7,6,7,6,4,7,156,59,"Woman",NA,"Employed full time","Sr. UX Researcher","1,000+ employees","5-10 years","UX Researcher, UX Research Manager, Insights Strategist","Technology","",5,5,5,4,6,5,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",7,"woman","nontrad","2_1"
"327",9,5,5,5,3,8,194,36,"Man",NA,"Employed full time","post doc researcher","1,000+ employees","3-5 years","employee, intern, student, ","Education","",4,5,4,6,4,5,"Woman_Nontraditional","Experiment","woman_nontrad_2_1",7,"woman","nontrad","2_1"
